,name,price,publishers,genres,estimated_owners,median_playtime_forever,peak_ccu,release_year,compatible_systems,positive_rate
47547,Voxel Tycoon,24.99,['Voxel Tycoon'],['Indie',20000 - 50000,1657,23,2021,3,0.8608903020667726
47549,Eternal Step,9.99,['Green Man Gaming Publishing'],['Action',20000 - 50000,247,0,2015,3,0.6724137931034483
47550,School Years,11.99,['电钮组'],['Adventure',50000 - 100000,5,0,2019,1,0.8351331893448524
47559,Rubber Bandits,7.99,['Flashbulb'],['Action',200000 - 500000,243,2157,2021,1,0.7887179487179488
47560,Acceleration of SUGURI X-Edition HD,5.99,"['Rockin Android', ""Rockin' Android""]",['Action',20000 - 50000,438,1,2014,1,0.8099547511312217
47569,Sea of Thieves,39.99,['Xbox Game Studios'],['Action',5000000 - 10000000,1316,16818,2020,1,0.9031609367898398
47572,Operation: Matriarchy,5.99,['Buka Entertainment'],['Action'],20000 - 50000,240,1,2016,1,0.6428571428571429
47573,Runers,9.99,['Mastertronic'],['Indie',20000 - 50000,621,0,2014,1,0.8211678832116789
47581,Project Downfall,15.99,['MGP Studios'],['Action',50000 - 100000,45,0,2019,1,0.8529411764705882
47585,Plutocracy,24.99,['Redwood'],['Indie',20000 - 50000,240,24,2019,3,0.7725060827250608
47590,A Plague Tale: Innocence,7.99,['Focus Entertainment'],['Action',1000000 - 2000000,499,295,2019,1,0.9377567140600316
47594,Depraved,19.99,['Evil Bite'],['Indie',100000 - 200000,661,8,2019,3,0.6332703213610587
47607,Fidget Spinner,0.99,['Antonio Renna'],['Casual',0 - 20000,4,1,2017,3,0.8170542635658915
47617,Guardian's Oath,0.99,['NDMX Game Studios'],['Action',0 - 20000,1,0,2016,1,0.7414965986394558
47635,Project: Gorgon,39.99,"['Elder Game, LLC']",['Indie',50000 - 100000,551,233,2018,3,0.8592552026286966
47636,Blue Rose Reprise,15.99,['White Cat'],['Adventure',20000 - 50000,159,1,2015,3,0.6222222222222222
47637,Internet Cafe Simulator,9.99,['Cheesecake Dev'],['Adventure',200000 - 500000,348,50,2019,1,0.7326810176125245
47640,The Feud: Wild West Tactics,29.99,['Galaxy Pest Control'],['RPG',0 - 20000,113,1,2020,1,0.6086956521739131
47655,Soundfall,29.99,['Noodlecake'],['Action',0 - 20000,554,12,2022,1,0.8071216617210683
47658,Lost Ark,0.0,['Amazon Games'],['Action',20000000 - 50000000,836,287501,2022,1,0.7382850083742145
47663,Bunny Park,4.99,['Cozy Bee Games'],['Simulation'],50000 - 100000,467,0,2020,1,0.9185336048879837
47665,Loot Hero DX,2.99,['VaragtP'],['Action',200000 - 500000,234,0,2015,1,0.7415014164305949
47676,GamersGoMakers,8.99,['gnifrebel Games UG'],['Casual',20000 - 50000,7,1,2014,1,0.7729591836734694
47678,Labyrinth City: Pierre the Maze Detective,11.99,['Pixmain'],['Adventure',20000 - 50000,336,10,2021,1,0.9697173620457604
47680,Adventure of a Lifetime,12.99,['MoeNovel'],['Adventure',0 - 20000,91,3,2018,1,0.9630681818181818
47681,Nevrosa: Prelude,0.0,['GexagonVR'],['Action',50000 - 100000,15,0,2017,1,0.8786407766990292
47684,Red Lake,0.51,['KishMish Games'],['Action',200000 - 500000,248,3,2015,1,0.43163841807909603
47685,Rift's Cave,0.99,['Volens Nolens Games'],['Adventure',0 - 20000,250,17,2021,3,0.5303030303030303
47695,Hospital Manager,4.99,['Microids Indie'],['Simulation'],20000 - 50000,42,0,2015,2,0.4579831932773109
47697,Risen 2: Dark Waters,9.99,['THQ Nordic'],['RPG'],1000000 - 2000000,324,86,2012,1,0.7959069767441861
47702,Children of Colossus,4.99,['Colossus Interactive'],['Action',0 - 20000,269,0,2016,1,0.6785714285714286
47705,Unforeseen Incidents,19.99,['Application Systems Heidelberg'],['Adventure',50000 - 100000,1,9,2018,3,0.8916544655929722
47706,The Pasture,0.99,['Sometimes You'],['Nudity',500000 - 1000000,245,44,2017,2,0.44324324324324327
47709,Omega Strike,12.99,['Woblyware'],['Action',20000 - 50000,285,1,2017,1,0.8065573770491803
47710,WRATH: Aeon of Ruin,24.99,"['3D Realms', 'Fulqrum Publishing']",['Action',20000 - 50000,138,5,2019,1,0.8065395095367848
47729,Allumette,0.0,['Penrose Studios'],['Casual',50000 - 100000,19,0,2016,1,0.9430051813471503
47732,The Bridge,0.99,['The Quantum Astrophysicists Guild'],['Adventure',200000 - 500000,132,4,2013,3,0.8769308685743226
47733,Dragon's Prophet,0.0,['Infernum Productions AG'],['Action',200000 - 500000,236,0,2013,1,0.6887340301974448
47737,Cat Burglar: A Tail of Purrsuit,0.0,['Gamers for Good'],['Adventure',500000 - 1000000,31,1,2019,1,0.9279279279279279
47745,Dr. Frank's Build a Boyfriend,0.0,['Visual Wordplay'],['Nudity',20000 - 50000,32,0,2018,3,0.875
47747,Funbag Fantasy 2,44.99,['MangaGamer'],['Adventure'],0 - 20000,8,2,2019,1,
47748,Dogfight 1942,9.99,['CI Games'],['Simulation'],100000 - 200000,10561,3,2012,1,0.7682789651293588
47750,Insanity VR: Last Score,0.0,['Threevol'],['Violent',20000 - 50000,9,0,2017,1,0.8392857142857143
47757,Super Bit Adventure: Paragons of Life,0.99,['3rd Pinnacle Games'],['Action',0 - 20000,14,0,2018,1,0.9090909090909091
47759,Out of Space,14.99,['Behold Studios'],['Casual',100000 - 200000,388,35,2020,3,0.7879895561357703
47760,Lichtspeer,0.0,"['Lichthund', 'Crunching Koalas']",['Action',0 - 20000,58,0,2016,3,0.8137931034482758
47763,Planescape: Torment: Enhanced Edition,19.99,['Beamdog'],['Adventure',200000 - 500000,473,72,2017,3,0.9484007242003621
47765,AFTERBURN,9.99,['MorfeoDev'],['Action',20000 - 50000,6,3,2019,1,0.8721804511278195
47766,Crypto Miner Tycoon Simulator,19.99,['Bigosaur'],['Indie',0 - 20000,7800,5,2022,1,0.8769230769230769
47770,GAUGE,3.99,['Neko Entertainment'],['Casual',50000 - 100000,3,0,2014,1,0.6443514644351465
47775,SEGA Bass Fishing,7.99,['SEGA'],['Simulation',100000 - 200000,199,6,2011,1,0.8802631578947369
47777,Reaping Rewards,0.0,['Limitless Ltd'],['Adventure'],0 - 20000,5,0,2017,1,0.5932203389830508
47785,Pajama Sam: Games to Play on Any Day,4.99,"['Humongous Entertainment', 'Nightdive Studios']",['Casual'],20000 - 50000,76,1,2014,3,0.9
47786,Sid Meier's Starships,14.99,['2K'],['Strategy'],100000 - 200000,161,31,2015,2,0.48490310950878773
47792,The UnderGarden,1.39,['Retroism'],['Casual'],20000 - 50000,21,0,2010,1,0.6506024096385542
47798,BIT.TRIP CORE,9.99,['Gaijin Games'],['Action',50000 - 100000,307,0,2012,2,0.5899280575539568
47800,Hatoful Boyfriend: Holiday Star,9.99,['Epic Games'],['Adventure',20000 - 50000,44,1,2015,3,0.9363449691991786
47808,Soccertron,1.99,['Erosa Games'],['Action',50000 - 100000,365,0,2015,3,0.7457627118644068
47821,Supraland,19.99,['Supra Games'],['Action',500000 - 1000000,388,109,2019,1,0.955309553095531
47824,OPUS: The Day We Found Earth,8.99,['SIGONO INC.'],['Adventure',100000 - 200000,170,2,2016,2,0.8684884713919727
47831,Zombie Quarantine,0.99,['Tobop Productions'],['Casual',0 - 20000,212,0,2017,1,0.25
47832,DARK SOULS™ III,59.99,"['FromSoftware, Inc.', 'Bandai Namco Entertainment']",['Action'],5000000 - 10000000,1926,3657,2016,1,0.936297605617659
47839,Hidden Deep,24.99,['Daedalic Entertainment'],['Action',200000 - 500000,114,39,2022,1,0.7637462235649547
47840,Original Journey,11.99,['Another Indie'],['Action',20000 - 50000,12,0,2017,2,0.7362637362637363
47843,Nickelodeon All-Star Brawl,49.99,['GameMill Entertainment'],['Action'],200000 - 500000,674,27,2021,1,0.7628357030015798
47844,Irrational Exuberance: Prologue,0.0,['Buffalo Vision'],['Adventure',100000 - 200000,5,0,2016,1,0.8498583569405099
47856,Space Farmers,9.99,['BumpkinBrothers'],['Action',200000 - 500000,125,2,2014,3,0.7449591280653951
47858,Induction,8.99,['Bryan Gale'],['Indie'],0 - 20000,5,1,2017,3,0.8968253968253969
47862,Signs of Life,9.99,['Sweet Dog Studios'],['Action',50000 - 100000,1354,8,2014,1,0.7979002624671916
47867,Rogue,2.99,['Pixel Games UK'],['Adventure',50000 - 100000,29,2,2020,1,0.9601328903654485
47881,Fantasy General,2.39,['SNEG'],['Strategy'],0 - 20000,36,8,2021,1,0.95
47883,Alicemare,2.99,['PLAYISM'],['Adventure',50000 - 100000,224,2,2016,1,0.8853801169590644
47889,Negligee: Love Stories,14.99,['Dharker Studios Ltd'],['Adventure',0 - 20000,93,1,2018,3,
47893,Spirit of the Island,24.99,['META Publishing'],['Adventure',50000 - 100000,206,27,2022,1,0.7587548638132295
47894,Age of Fear: The Undead King,4.99,['Age of Fear'],['Indie',20000 - 50000,488,1,2015,3,0.8911174785100286
47896,Suits: Absolute Power,4.99,['Technomancy Studios'],['Action',20000 - 50000,283,0,2020,1,0.9453125
47913,Victory and Glory: Napoleon,29.99,['Slitherine Ltd.'],['Strategy'],20000 - 50000,4,2,2016,1,0.7711864406779662
47917,Zombie Derby 2,3.99,['Brinemedia'],['Action',0 - 20000,20,0,2018,1,0.8217821782178217
47934,SkyDrift,9.99,['HandyGames'],['Indie',100000 - 200000,64,1,2011,1,0.8862164662349676
47935,Snakebird,6.99,['Noumenon Games'],['Indie'],50000 - 100000,184,4,2015,3,0.9296956977964324
47937,Wells,3.99,['Tower Up Studios'],['Action',20000 - 50000,281,0,2017,2,0.77
47944,Train Valley 2,14.99,"['Flazm', 'META Publishing']",['Adventure',200000 - 500000,654,120,2019,3,0.9081532416502947
47945,The Dark Crystal: Age of Resistance Tactics,19.99,['En Masse Entertainment'],['RPG',0 - 20000,509,0,2020,2,0.7575757575757576
47949,REDCON,5.99,['Hexage'],['Indie',50000 - 100000,437,3,2016,3,0.7945736434108527
47950,Titan Souls,14.99,['Devolver Digital'],['Action',500000 - 1000000,41,33,2015,2,0.785519254307504
47951,Roboquest,19.99,['RyseUp Studios'],['Action',200000 - 500000,972,256,2020,1,0.944006309148265
47964,Flockers™,1.99,['Team17 Digital Ltd'],['Action',50000 - 100000,261,0,2014,3,0.7663043478260869
47967,Cortex Command,19.99,"['Data Realms, LLC']",['Action',1000000 - 2000000,150,10,2012,2,0.7172152334999138
47972,Nomad Survival,2.99,['The Fox Knocks'],['Action',50000 - 100000,572,1166,2022,1,0.9265850945494994
47973,Project Zomboid,19.99,['The Indie Stone'],['Indie',2000000 - 5000000,645,22793,2013,3,0.9238072588906776
47974,Just Dance 2017,49.99,['Ubisoft'],['Casual'],50000 - 100000,1561,2,2016,1,0.7860824742268041
47975,Time Carnage VR,19.99,['Wales Interactive'],['Action',0 - 20000,81,1,2018,1,0.7674418604651163
47978,Ultimate General: Civil War,29.99,['Game-Labs'],['Indie',500000 - 1000000,1372,700,2017,2,0.8922982509972384
47979,DETOUR,1.99,"[""Geoff 'Zag' Keene""]",['Indie',200000 - 500000,153,0,2011,1,0.6184357541899441
47992,Elisa: the Innkeeper,6.99,['Neoclassic Games'],['Casual',0 - 20000,195,0,2017,2,0.717391304347826
47996,Who Am I: The Tale of Dorothy,0.0,['Onaemo Studio'],['Adventure',20000 - 50000,119,0,2018,2,0.9257294429708223
48007,MechDefender - Tower Defense,4.99,"['Atomic Fabrik', 'Cristian Manolachi']",['Action',20000 - 50000,323,29,2020,2,0.7647058823529411
48010,Ancient Dungeon,19.99,['Eric Thullen'],['Action',20000 - 50000,72,28,2021,1,0.9766990291262136
48016,LoveKami -Divinity Stage-,12.99,['MoeNovel'],['Adventure',20000 - 50000,95,4,2016,1,0.8214936247723132
48018,Commander: The Great War,29.99,['Slitherine Ltd.'],['Strategy'],20000 - 50000,47,7,2014,1,0.805668016194332
48024,The Last Hope,4.99,"['Atomic Fabrik', 'Cristian Manolachi']",['Action',100000 - 200000,244,2,2016,1,0.38392857142857145
48030,Lifeslide,9.99,['Dreamteck'],['Adventure',0 - 20000,37,1,2021,1,0.9785407725321889
48033,INSIDE,19.99,['Playdead'],['Action',2000000 - 5000000,257,95,2016,2,0.9639944565854699
48035,Blade Kitten,2.99,['Krome Studios'],['Action',100000 - 200000,195,1,2014,1,0.8250497017892644
48038,投资模拟器：打工人,11.99,['BD Games'],['Casual',20000 - 50000,558,5,2021,1,0.6345733041575492
48040,Fabula Mortis,7.99,['Deadghost Interactive'],['Action',20000 - 50000,257,0,2014,1,0.4
48042,Medieval Shopkeeper Simulator,0.0,['GrabTheGames'],['Adventure',0 - 20000,127,2,2018,1,0.6327433628318584
48043,Puzzle Quest 2,0.0,"['Namco Networks America, Inc.']",['RPG',50000 - 100000,7862,5,2010,1,0.8346883468834688
48047,Expelled,0.99,['Droid Riot'],['Action',20000 - 50000,1,0,2017,2,0.6363636363636364
48052,StarDrive 2,29.99,['Iceberg Interactive'],['Indie',50000 - 100000,440,15,2015,3,0.5674464907914385
48056,Data Hacker: Corruption,1.99,['New Reality Games'],['Adventure',500000 - 1000000,330,1,2014,1,0.4830508474576271
48070,Airport CEO,24.99,['Apog Labs'],['Indie',200000 - 500000,1003,318,2021,2,0.8482356971565604
48091,神明的一天世界(God's One Day World),9.99,['灰烬天国'],['Adventure'],0 - 20000,211,1,2016,1,0.8567415730337079
48094,LEAVES - The Journey,0.69,['Daedalic Entertainment'],['Adventure',50000 - 100000,271,4,2017,2,0.8033826638477801
48098,Surviving Mars,29.99,['Paradox Interactive'],['Simulation',2000000 - 5000000,105,1120,2018,3,0.8450817475207719
48110,Automachef,14.99,['Team17 Digital Ltd'],['Indie',50000 - 100000,280,15,2019,1,0.7175792507204611
48111,Blair Witch VR,29.99,['Bloober Team NA'],['Adventure',0 - 20000,81,0,2021,1,0.7094017094017094
48120,Edna & Harvey: The Breakout,14.99,['Daedalic Entertainment'],['Adventure',200000 - 500000,287,7,2013,1,0.8430188679245283
48127,The Elder Scrolls V: Skyrim Special Edition,39.99,['Bethesda Softworks'],['RPG'],5000000 - 10000000,1020,26777,2016,1,0.9095462175623985
48130,Savage Vessels,12.99,['KPas'],['Action',0 - 20000,387,0,2020,1,0.8181818181818182
48142,Snake Pass,19.99,['Secret Mode'],['Adventure',200000 - 500000,172,9,2017,1,0.7935727788279773
48145,The Whisperer in Darkness,2.99,['Nat Quayle Nelson'],['Adventure',0 - 20000,71,0,2016,3,0.8157894736842105
48149,Max: The Curse of Brotherhood,14.99,['Xbox Game Studios'],['Adventure'],50000 - 100000,222,3,2014,1,0.9493476592478894
48150,Puzzle Galaxies,0.99,['Sometimes You'],['Casual',200000 - 500000,229,44,2016,2,0.6027397260273972
48156,Volleying,0.99,['Gestalt Development Studio'],['Casual',50000 - 100000,179,51,2018,2,0.6989966555183946
48166,Cursed West,0.99,['GoeX GameS'],['Action',20000 - 50000,271,16,2016,1,0.6714285714285714
48170,StellarHub,0.99,['Valkyrie Initiative'],['Simulation'],20000 - 50000,379,5,2017,1,0.5338345864661654
48173,Last Days of Old Earth,24.99,['Slitherine Ltd.'],['Strategy'],0 - 20000,79,0,2016,1,0.6071428571428571
48178,Eternal Dread 2,9.99,['Hitbear Studio'],['Action',0 - 20000,57,0,2019,1,0.8024691358024691
48182,Dragon Glory,0.0,['101XP'],['Action',20000 - 50000,4877,2,2017,1,0.4375
48184,Your amazing T-Gotchi!,4.99,['Garage Heathen'],['Indie',20000 - 50000,102,1,2020,3,0.676737160120846
48187,Robin,0.0,['Group Pug'],['Casual',50000 - 100000,14,1,2018,1,0.8647686832740213
48195,"Cook, Serve, Delicious! 2!!",12.99,['Vertigo Gaming Inc.'],['Action',200000 - 500000,145,46,2017,3,0.8921679909194098
48204,Hentai Temple,0.99,['RewindApp'],['Casual',20000 - 50000,9,0,2018,1,0.7121495327102804
48208,CYBRID,14.99,['SHADA GAMES'],['Action',20000 - 50000,68,2,2021,1,0.8688524590163934
48222,MiniDrivers,0.0,['Ivanovich Games'],['Indie',20000 - 50000,358,1,2015,2,0.5483870967741935
48223,Coma: Mortuary,5.99,"['Naga Entertainment', 'Nova Dimension']",['Adventure',100000 - 200000,390,0,2014,1,0.5314917127071823
48226,Surgeon Simulator 2,19.99,['Bossa Studios'],['Action',20000 - 50000,207,20,2021,1,0.6906976744186046
48229,Brawlout,19.99,['Angry Mob Games'],['Action',50000 - 100000,47,2,2018,1,0.7433862433862434
48231,"Star Wars: Battlefront 2 (Classic, 2005)",9.99,"['Lucasfilm', 'LucasArts', 'Disney']",['Action'],2000000 - 5000000,188,356,2009,1,0.9420729157956351
48234,Capcom Fighting Collection,39.99,"['CAPCOM Co., Ltd.']",['Action'],0 - 20000,20,90,2022,1,0.9191616766467066
48235,It's Spring Again,0.99,['Sometimes You'],['Casual',100000 - 200000,216,40,2016,3,0.9186046511627907
48240,Atelier Ayesha: The Alchemist of Dusk DX,39.99,"['KOEI TECMO GAMES CO., LTD.']",['RPG'],0 - 20000,254,11,2020,1,0.950530035335689
48241,BlackShot: Mercenary Warfare FPS,0.0,"['Papaya Play', 'Vertigo Games America']",['Action',500000 - 1000000,63,24,2016,1,0.5418685121107266
48242,NeoBoom,0.59,['BJGameInd'],['Casual',0 - 20000,1,0,2017,1,0.3582089552238806
48246,Cyberhunt,0.49,['NukGames'],['Action',200000 - 500000,306,17,2017,1,0.8345802161263508
48249,Birthdays the Beginning,19.99,"['NIS America, Inc.']",['Simulation'],50000 - 100000,893,7,2017,1,0.6090322580645161
48252,Green Ranch,5.99,['Immanitas Entertainment'],['Casual'],0 - 20000,271,0,2016,1,0.7297297297297297
48261,Between Time: Escape Room,9.99,['mc2games'],['Adventure',20000 - 50000,195,6,2021,1,0.9084967320261438
48262,Ninja Stealth,0.99,['SC Jogos'],['Casual',200000 - 500000,3242,8,2016,1,0.6890838206627681
48264,Range Day VR,15.99,['Invidious Studios'],['Action',0 - 20000,109,1,2017,1,0.5357142857142857
48268,My Time At Portia,7.49,['Team17'],['Adventure',1000000 - 2000000,543,1608,2019,2,0.9271798401185876
48276,Dog Duty,9.99,['SOEDESCO'],['Action',0 - 20000,17,0,2020,2,0.8411214953271028
48279,Cally's Trials,6.99,['VDO Games'],['Action',20000 - 50000,5,1,2016,1,0.7098765432098766
48280,Finding Hope,2.99,['Falling Star Studio'],['Adventure',20000 - 50000,252,0,2017,1,0.6875
48282,Mercury: Cascade into Madness,8.99,['New Reality Games'],['Violent',0 - 20000,103,0,2017,1,0.8222222222222222
48285,Aim Trainer Pro,4.99,['DanD'],['Action',0 - 20000,106,0,2018,1,0.592
48301,Zombie Playground™,9.99,['stealth.gg'],['Violent',20000 - 50000,271,0,2016,2,0.4537313432835821
48305,Fated Kingdom,2.99,['GameLiberty'],['Indie',0 - 20000,65,0,2019,1,0.770764119601329
48310,DreamLand,0.0,['SANPACE'],['RPG'],0 - 20000,13,0,2016,1,0.578125
48312,Reflex,0.99,['Game for people'],['Action',100000 - 200000,191,5,2017,1,0.8564742589703588
48313,NAL Is Alive,9.99,['Chequered Ink Ltd.'],['Violent',20000 - 50000,231,0,2016,1,0.5555555555555556
48320,Woof Blaster,0.0,['Fabian Jarrett'],['Action',20000 - 50000,2,0,2015,1,0.8181818181818182
48321,The Endless Journey,9.99,['YETU GAME'],['Adventure',0 - 20000,44,2,2018,1,0.8487394957983193
48325,Shovel Knight: Shovel of Hope,14.99,['Yacht Club Games'],['Action',0 - 20000,433,7,2019,3,0.9437984496124031
48326,Diorama Worlds,0.0,['Mixed Reality Worlds'],['Casual',0 - 20000,30,0,2017,1,0.90625
48329,Dick Wilde 2,19.99,['Playstack'],['Action'],0 - 20000,129,0,2019,1,0.7441860465116279
48331,Trivia Vault Olympics Trivia,9.99,['Ripknot Systems'],['Action',0 - 20000,3,0,2018,1,0.5833333333333334
48335,10 Second Ninja,1.99,['Mastertronic'],['Action',50000 - 100000,99,0,2014,2,0.8559782608695652
48342,Petal Crash,9.99,['GalaxyTrail'],['Indie'],0 - 20000,443,0,2020,3,0.9836065573770492
48344,Gynophobia,1.59,['Andrii Vintsevych'],['Action',50000 - 100000,161,0,2015,2,0.6661721068249258
48345,Heroines of Swords & Spells,6.99,['Kirillkrm'],['Adventure',20000 - 50000,724,0,2020,1,0.9494163424124513
48347,Pathfinder: Kingmaker - Enhanced Plus Edition,8.99,['Prime Matter'],['RPG'],1000000 - 2000000,995,1878,2018,3,0.7843306379155436
48351,Consummate:Missing World 寇莎梅特：困世迷情,0.99,['冷笑黑妖'],['Adventure',20000 - 50000,171,1,2017,1,0.9568034557235421
48364,Rock-N-Rogue: A Boo Bunny Plague Adventure,1.99,['On the Level Game Studios'],['Action',0 - 20000,171,0,2017,1,0.4
48368,ENDLESS™ Space 2,39.99,['SEGA'],['Strategy'],200000 - 500000,652,862,2017,2,0.8328454783546448
48371,Fort Zombie,3.99,['Kerberos Productions Inc.'],['Action',0 - 20000,953,1,2018,1,0.8314606741573034
48381,Friday the 13th: Killer Puzzle,0.0,['Blue Wizard Digital'],['Casual',500000 - 1000000,58,14,2018,2,0.9376513317191283
48387,Haydee,14.99,['Haydee Interactive'],['Action',200000 - 500000,96,8,2016,1,0.8496832734120869
48394,Star Fields,1.99,['Back To Basics Gaming'],['Casual',500000 - 1000000,221,334,2016,1,0.45081967213114754
48397,Pro Cycling Manager 2014,9.99,[''],['Simulation'],20000 - 50000,82,8,2014,1,0.6691729323308271
48406,Horizon Zero Dawn™ Complete Edition,49.99,['PlayStation PC LLC'],['Action',1000000 - 2000000,763,3200,2020,1,0.8618767617759977
48409,Anima: Gate of Memories,19.99,['BadLand Publishing'],['Action',100000 - 200000,444,2,2016,3,0.6757990867579908
48411,Air Conflicts: Vietnam,14.99,['Games Farm'],['Action',50000 - 100000,131,0,2013,3,0.29042904290429045
48418,Princess Maker Refine,9.99,['Bliss Brain'],['Simulation'],20000 - 50000,38,2,2017,1,0.6548387096774193
48420,Trivia Vault: Food Trivia,9.99,['Ripknot Systems'],['Action',0 - 20000,1,0,2018,1,0.5147058823529411
48421,Mimpi,3.99,"['Dreadlocks Mobile', 'Silicon Jelly']",['Adventure',50000 - 100000,118,1,2015,2,0.850187265917603
48426,Princess Evangile All Ages Version,34.99,['MangaGamer'],['Adventure'],50000 - 100000,384,2,2015,1,0.9070796460176991
